Obs_date,Treatment,Plot,Observation_type,Equipment
6/28/1996,T2,T2R1,Fertilizer application,Gandy Orbit-Air (15' boom)
6/26/1996,T2,T2R1,Weed control,bander
6/14/1996,T2,T2R1,Weed control,broadcast sprayer
6/14/1996,T2,T2R1,Weed control,broadcast sprayer
5/17/1996,T2,T2R1,Planting,Buffalo no-till planter
5/17/1996,T2,T2R1,Fertilizer application,planter 
5/13/1996,T2,T2R1,Weed control,unknown
5/13/1996,T2,T2R1,Weed control,unknown
3/4/1996,T2,T2R1,Fertilizer application,spreader
10/8/1995,T2,T2R1,Weed control,broadcast sprayer
9/18/1995,T2,T2R1,Weed control,broadcast sprayer
9/15/1995,T2,T2R1,Weed control,broadcast sprayer
8/7/1995,T2,T2R1,Harvest,baler
7/26/1995,T2,T2R1,Harvest,combine
5/6/1995,T2,T2R1,Fertilizer application,8002 Flat Fan Nozzles
4/17/1995,T2,T2R1,Fertilizer application,unknown
10/12/1994,T2,T2R1,Planting,unknown
10/6/1994,T2,T2R1,Harvest,combine
5/23/1994,T2,T2R1,Weed control,broadcast sprayer
5/23/1994,T2,T2R1,Weed control,broadcast sprayer
5/20/1994,T2,T2R1,Planting,unknown
5/14/1994,T2,T2R1,Weed control,broadcast sprayer
11/22/1993,T2,T2R1,Harvest,flail mower
11/9/1993,T2,T2R1,Harvest,combine
7/1/1993,T2,T2R1,Fertilizer application,broadcast sprayer
6/3/1993,T2,T2R1,Weed control,broadcast sprayer
5/7/1993,T2,T2R1,Planting,unknown
5/6/1993,T2,T2R1,Pesticide application,broadcast sprayer
5/1/1993,T2,T2R1,Weed control,broadcast sprayer
4/27/1993,T2,T2R1,Fertilizer application,broadcast sprayer
10/27/1992,T2,T2R1,Harvest,combine
5/20/1992,T2,T2R1,Fertilizer application,broadcast sprayer
5/19/1992,T2,T2R1,Planting,unknown
5/15/1992,T2,T2R1,Weed control,unknown
10/23/1991,T2,T2R1,Weed control,flail mower
10/10/1991,T2,T2R1,Harvest,combine
7/18/1991,T2,T2R1,Fertilizer application,broadcast sprayer
6/17/1991,T2,T2R1,Fertilizer application,broadcast sprayer
6/15/1991,T2,T2R1,Planting,unknown
6/7/1991,T2,T2R1,Weed control,broadcast sprayer
5/28/1991,T2,T2R1,Weed control,broadcast sprayer
5/7/1991,T2,T2R1,Weed control,broadcast sprayer
5/3/1991,T2,T2R1,Planting,unknown
5/2/1991,T2,T2R1,Planting,unknown
10/16/1990,T2,T2R1,Harvest,combine
5/31/1990,T2,T2R1,Weed control,broadcast sprayer
5/28/1990,T2,T2R1,Planting,unknown
5/8/1990,T2,T2R1,Weed control,unknown
10/23/1989,T2,T2R1,Harvest,combine
7/3/1989,T2,T2R1,Weed control,unknown
6/29/1989,T2,T2R1,Fertilizer application,broadcast sprayer
5/12/1989,T2,T2R1,Weed control,230 gallon Vicon sprayer
5/3/1989,T2,T2R1,Planting,Buffalo planter
4/26/1989,T2,T2R1,Soil Preparation,Moldboard plow
10/27/1988,T2,T2R1,Harvest,John Deere 4425 combine
5/9/1988,T2,T2R1,Soil Preparation,3 bottom plow
5/9/1988,T2,T2R1,Soil Preparation,MF 298
6/2/2022,T3,T3R1,Pesticide application,Top Air Sprayer
5/17/2022,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
5/13/2022,T3,T3R1,Fertilizer application,Top Air Sprayer
5/10/2022,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/29/2022,T3,T3R1,Pesticide application,Top Air Sprayer
4/29/2022,T3,T3R1,Herbicide application,Top Air Sprayer
4/29/2022,T3,T3R1,Weed control,Top Air Sprayer
3/21/2022,T3,T3R1,Fertilizer application,Top Air Sprayer
11/7/2021,T3,T3R1,Planting,John Deere 1590 15' no-till drill
11/6/2021,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
10/19/2021,T3,T3R1,Harvest,Truck #1270 (White/Green)
10/19/2021,T3,T3R1,Harvest,Truck #892 (Blue/Red)
10/19/2021,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/19/2021,T3,T3R1,Harvest,Truck # 1653 (White Dodge RAM 5500 with Flat Bed)
10/19/2021,T3,T3R1,Harvest,John Deere S660 Combine
6/24/2021,T3,T3R1,Pesticide application,Top Air Sprayer
6/24/2021,T3,T3R1,Weed control,Top Air Sprayer
6/24/2021,T3,T3R1,Pesticide application,Turbo TeeJet Induction TTI-11003 Flat Spray Tip (Nozzle)
6/24/2021,T3,T3R1,Weed control,Turbo TeeJet Induction TTI-11003 Flat Spray Tip (Nozzle)
6/17/2021,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/22/2021,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/21/2021,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/21/2021,T3,T3R1,Soil Preparation,John Deere 970 12 ft Cultimulcher
5/19/2021,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/10/2021,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
5/8/2021,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
4/30/2021,T3,T3R1P,Fertilizer application,Gandy Orbit-Air (30' boom)
4/30/2021,T3,T3R1P,Fertilizer application,Gandy Orbit-Air (30' boom)
4/30/2021,T3,T3R1P,Fertilizer application,Gandy Orbit-Air (30' boom)
4/30/2021,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
11/16/2020,T3,T3R1,Planting,John Deere 1590 15' no-till drill
11/5/2020,T3,T3R1,Mowing,John Deere 115 15' flail mower
10/29/2020,T3,T3R1,Harvest,Truck #1270 (White/Green)
10/29/2020,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/29/2020,T3,T3R1,Harvest,Truck # 1653 (White Dodge RAM 5500 with Flat Bed)
10/29/2020,T3,T3R1,Harvest,John Deere S660 Combine
10/29/2020,T3,T3R1,Harvest,Truck #892 (Blue/Red)
10/29/2020,T3,T3R1,Harvest,Truck #1271 (Blue/White)
6/25/2020,T3,T3R1,Weed control,TurboTwinJet 1103 Flat Fan Nozzles
6/25/2020,T3,T3R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
6/25/2020,T3,T3R1,Pesticide application,Top Air Sprayer
6/25/2020,T3,T3R1,Weed control,Top Air Sprayer
6/19/2020,T3,T3R1P,Mowing,John Deere 115 15' flail mower
5/28/2020,T3,T3R1,Weed control,Top Air Sprayer
5/28/2020,T3,T3R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
5/28/2020,T3,T3R1,Pesticide application,Top Air Sprayer
5/28/2020,T3,T3R1,Weed control,TurboTwinJet 1103 Flat Fan Nozzles
5/26/2020,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/26/2020,T3,T3R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/26/2020,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/23/2020,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/7/2020,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
4/16/2020,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
8/22/2019,T3,T3R1,Weed control,John Deere 115 15' flail mower
8/22/2019,T3,T3R1,Planting,John Deere 1590 15' no-till drill
8/22/2019,T3,T3R1,Mowing,John Deere 115 15' flail mower
8/12/2019,T3,T3R1,Pesticide application,Top Air Sprayer
8/12/2019,T3,T3R1,Weed control,TurboTwinJet 1103 Flat Fan Nozzles
8/12/2019,T3,T3R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
8/12/2019,T3,T3R1,Weed control,Top Air Sprayer
7/25/2019,T3,T3R1,Harvest,Truck # 1653 (White Dodge RAM 5500 with Flat Bed)
7/25/2019,T3,T3R1,Harvest,Truck #1270 (White/Green)
7/25/2019,T3,T3R1,Harvest,Truck #1271 (Blue/White)
7/25/2019,T3,T3R1,Harvest,Truck #892 (Blue/Red)
7/25/2019,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
7/25/2019,T3,T3R1,Harvest,John Deere  9410 combine
7/24/2019,T3,T3R1P,Mowing,John Deere 115 15' flail mower
6/21/2019,T3,T3R1,Pesticide application,Top Air Sprayer
6/21/2019,T3,T3R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
6/4/2019,T3,T3R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
6/4/2019,T3,T3R1,Pesticide application,Top Air Sprayer
5/6/2019,T3,T3R1,Fertilizer application,Chafer Stream Bars
5/6/2019,T3,T3R1,Fertilizer application,Top Air Sprayer
4/25/2019,T3,T3R1P,Planting,Truax No Till Seed Drill
4/22/2019,T3,T3R1,Weed control,Top Air Sprayer
4/22/2019,T3,T3R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
4/22/2019,T3,T3R1,Pesticide application,Top Air Sprayer
4/22/2019,T3,T3R1,Weed control,TurboTwinJet 1103 Flat Fan Nozzles
4/8/2019,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
3/26/2019,T3,T3R1,Fertilizer application,Chafer Stream Bars
3/26/2019,T3,T3R1,Fertilizer application,Top Air Sprayer
10/30/2018,T3,T3R1,Pesticide application,Sprayer - Unknown 
10/30/2018,T3,T3R1,Weed control,Sprayer - Unknown 
10/26/2018,T3,T3R1,Planting,John Deere 1590 15' no-till drill
10/26/2018,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
10/19/2018,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
10/9/2018,T3,T3R1,Harvest,John Deere  9410 combine
10/9/2018,T3,T3R1,Harvest,Truck #1271 (Blue/White)
10/9/2018,T3,T3R1,Harvest,Truck #1270 (White/Green)
10/9/2018,T3,T3R1,Harvest,Truck #892 (Blue/Red)
10/9/2018,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/9/2018,T3,T3R1,Harvest,Truck # 1653 (White Dodge RAM 5500 with Flat Bed)
6/28/2018,T3,T3R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
6/28/2018,T3,T3R1,Weed control,Top Air Sprayer
6/28/2018,T3,T3R1,Pesticide application,Top Air Sprayer
6/28/2018,T3,T3R1,Weed control,TurboTwinJet 1103 Flat Fan Nozzles
5/29/2018,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/29/2018,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/24/2018,T3,T3R1,Fertilizer application,spreader
5/9/2018,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
11/8/2017,T3,T3R1,Planting,John Deere 1590 15' no-till drill
11/7/2017,T3,T3R1,Mowing,John Deere 115 15' flail mower
10/18/2017,T3,T3R1,Harvest,Truck # 1653 (White Dodge RAM 5500 with Flat Bed)
10/18/2017,T3,T3R1,Harvest,John Deere  9410 combine
10/18/2017,T3,T3R1,Harvest,Truck #892 (Blue/Red)
10/18/2017,T3,T3R1,Harvest,Truck #1271 (Blue/White)
10/18/2017,T3,T3R1,Harvest,Truck #1270 (White/Green)
10/18/2017,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
7/5/2017,T3,T3R1,Weed control,John Deere 856 15' 6 row S-tine row crop cultivator 
6/28/2017,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/8/2017,T3,T3R1,Weed control,Top Air Sprayer
6/8/2017,T3,T3R1,Weed control,TurboTwinJet 1103 Flat Fan Nozzles
6/8/2017,T3,T3R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
6/8/2017,T3,T3R1,Pesticide application,Top Air Sprayer
5/24/2017,T3,T3R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/24/2017,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/18/2017,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/17/2017,T3,T3R1,Soil Preparation,Disc: Krause 2204A Tandem Rock Flex 14 ft  Wheel Disc
5/13/2017,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
5/10/2017,T3,T3R1,Mowing,John Deere 115 15' flail mower
5/8/2017,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
8/3/2016,T3,T3R1,Planting,John Deere 1590 15' no-till drill
8/2/2016,T3,T3R1,Weed control,Top Air Sprayer
8/2/2016,T3,T3R1,Weed control,TurboTwinJet 1103 Flat Fan Nozzles
8/2/2016,T3,T3R1,Pesticide application,TurboTwinJet 1103 Flat Fan Nozzles
8/2/2016,T3,T3R1,Pesticide application,Top Air Sprayer
4/27/2016,T3,T3R1,Fertilizer application,Chafer Stream Bars
4/27/2016,T3,T3R1,Fertilizer application,Top Air Sprayer
4/16/2016,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/15/2016,T3,T3R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
4/15/2016,T3,T3R1,Weed control,Top Air Sprayer
4/15/2016,T3,T3R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
4/15/2016,T3,T3R1,Pesticide application,Top Air Sprayer
3/21/2016,T3,T3R1,Fertilizer application,Chafer Stream Bars
3/21/2016,T3,T3R1,Fertilizer application,Top Air Sprayer
10/7/2015,T3,T3R1,Planting,John Deere 1590 15' no-till drill
10/6/2015,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
10/5/2015,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
9/30/2015,T3,T3R1,Harvest,Truck #892 (Blue/Red)
9/30/2015,T3,T3R1,Harvest,Truck #1270 (White/Green)
9/30/2015,T3,T3R1,Harvest,Truck #1271 (Blue/White)
9/30/2015,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
9/30/2015,T3,T3R1,Harvest,John Deere  9410 combine
7/1/2015,T3,T3R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
7/1/2015,T3,T3R1,Pesticide application,Top Air Sprayer
7/1/2015,T3,T3R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
7/1/2015,T3,T3R1,Weed control,Top Air Sprayer
5/23/2015,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/22/2015,T3,T3R1,Soil Preparation,John Deere 970 12 ft Cultimulcher
5/22/2015,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/20/2015,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
4/14/2015,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/6/2015,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
11/7/2014,T3,T3R1,Mowing,John Deere 115 15' flail mower
11/7/2014,T3,T3R1,Planting,John Deere 1590 15' no-till drill
11/5/2014,T3,T3R1,Harvest,John Deere  9410 combine
11/5/2014,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
11/5/2014,T3,T3R1,Harvest,Truck #1270 (White/Green)
11/5/2014,T3,T3R1,Harvest,Truck #1271 (Blue/White)
11/5/2014,T3,T3R1,Harvest,Truck #892 (Blue/Red)
6/27/2014,T3,T3R1,Weed control,John Deere 856 15' 6 row S-tine row crop cultivator 
5/24/2014,T3,T3R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/24/2014,T3,T3R1,Weed control,Top Air Sprayer
5/24/2014,T3,T3R1,Pesticide application,Top Air Sprayer
5/24/2014,T3,T3R1,Pesticide application,TurboTeeJet 11003 Flat Fan Nozzle
5/24/2014,T3,T3R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/24/2014,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/23/2014,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/23/2014,T3,T3R1,Soil Preparation,Disc: Krause 2204A Tandem Rock Flex 14 ft  Wheel Disc
5/23/2014,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/20/2014,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
5/20/2014,T3,T3R1,Mowing,John Deere 115 15' flail mower
4/21/2014,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
8/16/2013,T3,T3R1,Planting,John Deere 750 10' no-till drill
8/10/2013,T3,T3R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
8/10/2013,T3,T3R1,Weed control,Top Air Sprayer
7/19/2013,T3,T3R1,Observation,Truck #892 (Blue/Red)
7/19/2013,T3,T3R1,Observation,Truck #1271 (Blue/White)
7/19/2013,T3,T3R1,Observation,John Deere  9410 combine
7/19/2013,T3,T3R1,Observation,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
7/19/2013,T3,T3R1,Observation,10' Tye ‘Series 5’ grain drill 
7/19/2013,T3,T3R1,Observation,Truck #1270 (White/Green)
7/19/2013,T3,T3R1,Harvest,Truck #892 (Blue/Red)
7/19/2013,T3,T3R1,Harvest,Truck #1271 (Blue/White)
7/19/2013,T3,T3R1,Harvest,Truck #1270 (White/Green)
7/19/2013,T3,T3R1,Harvest,10' Tye ‘Series 5’ grain drill 
7/19/2013,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
7/19/2013,T3,T3R1,Harvest,John Deere  9410 combine
5/3/2013,T3,T3R1,Fertilizer application,Top Air Sprayer
5/3/2013,T3,T3R1,Fertilizer application,Turbo TeeJet 11005 Flat Fan Nozzle
5/1/2013,T3,T3R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
5/1/2013,T3,T3R1,Weed control,Top Air Sprayer
3/28/2013,T3,T3R1,Planting,Gandy Orbit-Air (15' boom)
11/6/2012,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
10/29/2012,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
10/11/2012,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/11/2012,T3,T3R1,Harvest,Truck #1270 (White/Green)
10/11/2012,T3,T3R1,Harvest,John Deere  9410 combine
8/3/2012,T3,T3R1,Pesticide application,ridger...for ridging?
8/3/2012,T3,T3R1,Pesticide application,Hagie Sprayer
7/13/2012,T3,T3R1,Weed control,hand-hoe
6/22/2012,T3,T3R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
6/22/2012,T3,T3R1,Weed control,Top Air Sprayer
5/23/2012,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/22/2012,T3,T3R1,Soil Preparation,John Deere 970 12 ft Cultimulcher
5/18/2012,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/16/2012,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
5/14/2012,T3,T3R1,Mowing,John Deere 115 15' flail mower
4/24/2012,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/23/2012,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/17/2012,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
4/11/2012,T3,T3R1,Fertilizer application,Other
12/19/2011,T3,T3R1,Mowing,John Deere 115 15' flail mower
11/19/2011,T3,T3R1,Planting,John Deere 750 10' no-till drill
11/14/2011,T3,T3R1,Harvest,John Deere  9410 combine
11/14/2011,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
11/14/2011,T3,T3R1,Harvest,Truck #1271 (Blue/White)
11/14/2011,T3,T3R1,Harvest,Truck #1270 (White/Green)
7/7/2011,T3,T3R1,Weed control,Top Air Sprayer
7/7/2011,T3,T3R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
7/5/2011,T3,T3R1,Fertilizer application,28% CLARK Six Row Fertilizer Applicator
6/17/2011,T3,T3R1,Weed control,TurboTeeJet 11003 Flat Fan Nozzle
6/17/2011,T3,T3R1,Weed control,Top Air Sprayer
6/3/2011,T3,T3R1,Observation,Yetter 3415 MT 15' Rotary Hoe
6/3/2011,T3,T3R1,Planting,Yetter 3415 MT 15' Rotary Hoe
6/3/2011,T3,T3R1,Soil Preparation,Yetter 3415 MT 15' Rotary Hoe
6/2/2011,T3,T3R1,Observation,Yetter 3415 MT 15' Rotary Hoe
6/2/2011,T3,T3R1,Planting,Yetter 3415 MT 15' Rotary Hoe
6/2/2011,T3,T3R1,Soil Preparation,Yetter 3415 MT 15' Rotary Hoe
5/24/2011,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/24/2011,T3,T3R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/24/2011,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/10/2011,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
3/30/2011,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
7/17/2010,T3,T3R1,Harvest,Kincaid 8XP Plot Combine
5/3/2010,T3,T3R1,Fertilizer application,Top Air Sprayer
5/3/2010,T3,T3R1,Fertilizer application,Turbo TeeJet 11005 Flat Fan Nozzle
4/21/2010,T3,T3R1,Fertilizer application,Turbo TeeJet 11005 Flat Fan Nozzle
4/21/2010,T3,T3R1,Fertilizer application,Top Air Sprayer
3/19/2010,T3,T3R1,Planting,Gandy Air Seeder
11/16/2009,T3,T3R1,Planting,John Deere 750 10' no-till drill
11/10/2009,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
10/16/2009,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
10/16/2009,T3,T3R1,Harvest,John Deere  9410 combine
6/23/2009,T3,T3R1,Weed control,Top Air Sprayer
5/31/2009,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/31/2009,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/21/2009,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
5/15/2009,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
11/11/2008,T3,T3R1,Planting,John Deere 750 10' no-till drill
11/3/2008,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
11/3/2008,T3,T3R1,Mowing,John Deere 115 15' flail mower
11/3/2008,T3,T3R1,Harvest,John Deere  9410 combine
11/3/2008,T3,T3R1,Harvest,truck - for hauling
6/19/2008,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
5/16/2008,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/16/2008,T3,T3R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/16/2008,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/15/2008,T3,T3R1,Weed control,Demco 3-point mounted sprayer
5/15/2008,T3,T3R1,Weed control,8002 Flat Fan Nozzles
5/13/2008,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
5/1/2008,T3,T3R1,Fertilizer application,Gandy Orbit-Air (30' boom)
10/9/2007,T3,T3R1,Mowing,John Deere 10' brushhog mower
9/17/2007,T3,T3R1,Mowing,John Deere 10' brushhog mower
8/29/2007,T3,T3R1,Mowing,John Deere 115 15' flail mower
7/10/2007,T3,T3R1,Harvest,John Deere  9410 combine
7/10/2007,T3,T3R1,Harvest,truck - for hauling
7/10/2007,T3,T3R1,Harvest,"Weigh Wagon, Brent by Unverferth Manufacturing Co."
4/30/2007,T3,T3R1,Fertilizer application,Top Air Sprayer
11/9/2006,T3,T3R1,Planting,John Deere 450 conventional 10' drill
11/6/2006,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
10/10/2006,T3,T3R1,Harvest,Weigh Wagon 
10/10/2006,T3,T3R1,Harvest,John Deere  9410 combine
10/10/2006,T3,T3R1,Harvest,truck - for hauling
7/13/2006,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
7/7/2006,T3,T3R1,Pesticide application,Sprayer - Unknown 
6/26/2006,T3,T3R1,Weed control,Case IH Rotary Hoe 181MT (15 ft) 
6/12/2006,T3,T3R1,Weed control,Rotary Hoe
6/6/2006,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/26/2006,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/26/2006,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/26/2006,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/22/2006,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
5/22/2006,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
5/18/2006,T3,T3R1,Mowing,John Deere 115 15' flail mower
5/18/2006,T3,T3R1,Mowing,John Deere 115 15' flail mower
4/19/2006,T3,T3R1,Fertilizer application,Gandy Orbit-Air (15' boom)
10/11/2005,T3,T3R1,Harvest,Weigh Wagon 
10/11/2005,T3,T3R1,Harvest,John Deere  9410 combine
6/24/2005,T3,T3R1,Planting,unknown
6/23/2005,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
6/17/2005,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
5/9/2005,T3,T3R1,Fertilizer application,John Deere 1730 Maxemerge Plus Planter
5/9/2005,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/6/2005,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
5/5/2005,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
4/27/2005,T3,T3R1,Soil Preparation,John Deere 714 Chisel plow
4/19/2005,T3,T3R1,Fertilizer application,Gandy Air Seeder
2/24/2005,T3,T3R1,Planting,unknown
9/2/2004,T3,T3R1,Mowing,John Deere 115 15' flail mower
7/13/2004,T3,T3R1,Harvest,truck - for hauling
7/13/2004,T3,T3R1,Harvest,John Deere  9410 combine
7/13/2004,T3,T3R1,Harvest,Weigh Wagon 
4/16/2004,T3,T3R1,Fertilizer application,Turbo TeeJet 11005 Flat Fan Nozzle
4/16/2004,T3,T3R1,Fertilizer application,Top Air Sprayer
3/13/2004,T3,T3R1,Planting,Gandy Air Seeder
10/13/2003,T3,T3R1,Soil Preparation,"John Deere 726 15'9"" soil finisher"
10/13/2003,T3,T3R1,Planting,John Deere 450 conventional 10' drill
10/7/2003,T3,T3R1,Harvest,John Deere  9410 combine
7/14/2003,T3,T3R1,Weed control,Case IH 183 S-tine 6 row cultivator
7/1/2003,T3,T3R1,Weed control,6 row Hiniker cultivator
6/23/2003,T3,T3R1,Weed control,6 row Hiniker cultivator
6/6/2003,T3,T3R1,Soil Preparation,Rotary Hoe
5/29/2003,T3,T3R1,Planting,John Deere 1730 Maxemerge Plus Planter
5/27/2003,T3,T3R1,Soil Preparation,John Deere 960 10' field cultivator
5/22/2003,T3,T3R1,Soil Preparation,Chisel plow --type unknown
5/22/2003,T3,T3R1,Soil Preparation,Chisel plow --type unknown
11/4/2002,T3,T3R1,Weed control,mower
11/1/2002,T3,T3R1,Harvest,unknown
10/16/2002,T3,T3R1,Observation,unknown
7/5/2002,T3,T3R1,Planting,unknown
7/2/2002,T3,T3R1,Weed control,row cultivator --type unknown
6/29/2002,T3,T3R1,Pesticide application,Top Air Sprayer
6/17/2002,T3,T3R1,Weed control,row cultivator --type unknown
5/29/2002,T3,T3R1,Soil Preparation,Rotary Hoe
5/24/2002,T3,T3R1,Pesticide application,Top Air Sprayer
5/15/2002,T3,T3R1,Planting,unknown
5/15/2002,T3,T3R1,Fertilizer application,unknown
5/15/2002,T3,T3R1,Soil Preparation,soil finisher --type unknown
4/20/2002,T3,T3R1,Fertilizer application,Willmar 5-ton PTO-driven spinner spreader
